"","date","rain"
"98",2011-04-07 17:00:00,0.28575
"99",2011-04-08 17:00:00,0.0105833333333333
"100",2011-04-09 17:00:00,0
"101",2011-04-10 17:00:00,0
"102",2011-04-11 17:00:00,0
"103",2011-04-12 17:00:00,0.0211666666666667
"104",2011-04-13 17:00:00,0.0423333333333333
"105",2011-04-14 17:00:00,0
"106",2011-04-15 17:00:00,0.137583333333333
"107",2011-04-16 17:00:00,0
"108",2011-04-17 17:00:00,0
"109",2011-04-18 17:00:00,0
"110",2011-04-19 17:00:00,0
"111",2011-04-20 17:00:00,0
"112",2011-04-21 17:00:00,0
"113",2011-04-22 17:00:00,0
"114",2011-04-23 17:00:00,0
"115",2011-04-24 17:00:00,0
"116",2011-04-25 17:00:00,0.391583333333333
"117",2011-04-26 17:00:00,0
"118",2011-04-27 17:00:00,0.0211666666666667
"119",2011-04-28 17:00:00,0.0211666666666667
"120",2011-04-29 17:00:00,0.0105833333333333
"121",2011-04-30 17:00:00,0
"122",2011-05-01 17:00:00,0.0846666666666667
"123",2011-05-02 17:00:00,0.518583333333333
"124",2011-05-03 17:00:00,0.243416666666667
"125",2011-05-04 17:00:00,0.03175
"126",2011-05-05 17:00:00,0.116416666666667
"127",2011-05-06 17:00:00,0.66675
"128",2011-05-07 17:00:00,1.3335
"129",2011-05-08 17:00:00,0.0423333333333333
"130",2011-05-09 17:00:00,0.0846666666666667
"131",2011-05-10 17:00:00,0.0529166666666667
"132",2011-05-11 17:00:00,0.0846666666666667
"133",2011-05-12 17:00:00,0
"134",2011-05-13 17:00:00,0
"135",2011-05-14 17:00:00,0
"136",2011-05-15 17:00:00,0
"137",2011-05-16 17:00:00,0
"138",2011-05-17 17:00:00,0.486833333333333
"139",2011-05-18 17:00:00,0.0105833333333333
"140",2011-05-19 17:00:00,0
"141",2011-05-20 17:00:00,0.0105833333333333
"142",2011-05-21 17:00:00,0.0529166666666667
"143",2011-05-22 17:00:00,0
"144",2011-05-23 17:00:00,0
"145",2011-05-24 17:00:00,0.0105833333333333
"146",2011-05-25 17:00:00,0
"147",2011-05-26 17:00:00,0.0423333333333333
"148",2011-05-27 17:00:00,0
"149",2011-05-28 17:00:00,0.0529166666666667
"150",2011-05-29 17:00:00,0
"151",2011-05-30 17:00:00,0.0211666666666667
"152",2011-05-31 17:00:00,0.0529166666666667
"153",2011-06-01 17:00:00,0
"154",2011-06-02 17:00:00,3.98991666666667
"155",2011-06-03 17:00:00,0.889
"156",2011-06-04 17:00:00,2.67758333333333
"157",2011-06-05 17:00:00,0
"158",2011-06-06 17:00:00,0.105833333333333
"159",2011-06-07 17:00:00,0
"160",2011-06-08 17:00:00,0.0105833333333333
"161",2011-06-09 17:00:00,0
"162",2011-06-10 17:00:00,0
"163",2011-06-11 17:00:00,0.116416666666667
"164",2011-06-12 17:00:00,0.0529166666666667
"165",2011-06-13 17:00:00,0
"166",2011-06-14 17:00:00,0
"167",2011-06-15 17:00:00,0.0105833333333333
"168",2011-06-16 17:00:00,0
"169",2011-06-17 17:00:00,0
"170",2011-06-18 17:00:00,0.0105833333333333
"171",2011-06-19 17:00:00,0.03175
"172",2011-06-20 17:00:00,0.635
"173",2011-06-21 17:00:00,0.105833333333333
"174",2011-06-22 17:00:00,0.169333333333333
"175",2011-06-23 17:00:00,0.0105833333333333
"176",2011-06-24 17:00:00,0
"177",2011-06-25 17:00:00,0.0105833333333333
"178",2011-06-26 17:00:00,0.0105833333333333
"179",2011-06-27 17:00:00,0
"180",2011-06-28 17:00:00,0
"181",2011-06-29 17:00:00,0
"182",2011-06-30 17:00:00,0.03175
"183",2011-07-01 17:00:00,0.03175
"184",2011-07-02 17:00:00,0
"185",2011-07-03 17:00:00,0
"186",2011-07-04 17:00:00,0.0211666666666667
"187",2011-07-05 17:00:00,0.0211666666666667
"188",2011-07-06 17:00:00,0.0635
"189",2011-07-07 17:00:00,0.0423333333333333
"190",2011-07-08 17:00:00,0.0211666666666667
"191",2011-07-09 17:00:00,0
"192",2011-07-10 17:00:00,0
"193",2011-07-11 17:00:00,0
"194",2011-07-12 17:00:00,0.0105833333333333
"195",2011-07-13 17:00:00,0
"196",2011-07-14 17:00:00,0
"197",2011-07-15 17:00:00,0.03175
"198",2011-07-16 17:00:00,0.0635
"199",2011-07-17 17:00:00,0.03175
"200",2011-07-18 17:00:00,0.0105833333333333
"201",2011-07-19 17:00:00,0.0635
"202",2011-07-20 17:00:00,0
"203",2011-07-21 17:00:00,0.105833333333333
"204",2011-07-22 17:00:00,0.0846666666666667
"205",2011-07-23 17:00:00,0.116416666666667
"206",2011-07-24 17:00:00,0.201083333333333
"207",2011-07-25 17:00:00,0
"208",2011-07-26 17:00:00,0.03175
"209",2011-07-27 17:00:00,0
"210",2011-07-28 17:00:00,0.1905
"211",2011-07-29 17:00:00,0.169333333333333
"212",2011-07-30 17:00:00,0
"213",2011-07-31 17:00:00,0
"214",2011-08-01 17:00:00,0
"215",2011-08-02 17:00:00,0.0211666666666667
"216",2011-08-03 17:00:00,0.03175
"217",2011-08-04 17:00:00,0.0211666666666667
"218",2011-08-05 17:00:00,0
"219",2011-08-06 17:00:00,0
"220",2011-08-07 17:00:00,0
"221",2011-08-08 17:00:00,0.0740833333333333
"222",2011-08-09 17:00:00,0
"223",2011-08-10 17:00:00,0
"224",2011-08-11 17:00:00,0
"225",2011-08-12 17:00:00,0.0211666666666667
"226",2011-08-13 17:00:00,0
"227",2011-08-14 17:00:00,0
"228",2011-08-15 17:00:00,0.0423333333333333
"229",2011-08-16 17:00:00,0.0635
"230",2011-08-17 17:00:00,0
"231",2011-08-18 17:00:00,0.0105833333333333
"232",2011-08-19 17:00:00,0
"233",2011-08-20 17:00:00,0.0740833333333333
"234",2011-08-21 17:00:00,0.137583333333333
"235",2011-08-22 17:00:00,0.0211666666666667
"236",2011-08-23 17:00:00,0
"237",2011-08-24 17:00:00,0.0211666666666667
"238",2011-08-25 17:00:00,0.0211666666666667
"239",2011-08-26 17:00:00,0
"240",2011-08-27 17:00:00,0.201083333333333
"241",2011-08-28 17:00:00,0.179916666666667
"242",2011-08-29 17:00:00,0.09525
"243",2011-08-30 17:00:00,0.0211666666666667
"244",2011-08-31 17:00:00,0.0423333333333333
"245",2011-09-01 17:00:00,0.0105833333333333
"246",2011-09-02 17:00:00,0
"247",2011-09-03 17:00:00,0
"248",2011-09-04 17:00:00,0.105833333333333
"249",2011-09-05 17:00:00,0
"250",2011-09-06 17:00:00,0
"251",2011-09-07 17:00:00,0.0211666666666667
"252",2011-09-08 17:00:00,0
"253",2011-09-09 17:00:00,0.0635
"254",2011-09-10 17:00:00,0
"255",2011-09-11 17:00:00,0
"256",2011-09-12 17:00:00,0.296333333333333
"257",2011-09-13 17:00:00,0.0423333333333333
"258",2011-09-14 17:00:00,0.0211666666666667
"259",2011-09-15 17:00:00,0.03175
"260",2011-09-16 17:00:00,0
"261",2011-09-17 17:00:00,0.0105833333333333
"262",2011-09-18 17:00:00,0.0529166666666667
"263",2011-09-19 17:00:00,0.0105833333333333
"264",2011-09-20 17:00:00,0.0105833333333333
"265",2011-09-21 17:00:00,0.0740833333333333
"266",2011-09-22 17:00:00,0.0846666666666667
"267",2011-09-23 17:00:00,0
"268",2011-09-24 17:00:00,0
"269",2011-09-25 17:00:00,0
"270",2011-09-26 17:00:00,0
"271",2011-09-27 17:00:00,0.0740833333333333
"272",2011-09-28 17:00:00,0.0740833333333333
"273",2011-09-29 17:00:00,0
"274",2011-09-30 17:00:00,0
"275",2011-10-01 17:00:00,0
"276",2011-10-02 17:00:00,0.0105833333333333
"277",2011-10-03 17:00:00,0.09525
"278",2011-10-04 17:00:00,0
"279",2011-10-05 17:00:00,0.0846666666666667
"280",2011-10-06 17:00:00,0.0211666666666667
"281",2011-10-07 17:00:00,0.0105833333333333
"282",2011-10-08 17:00:00,0.0529166666666667
"283",2011-10-09 17:00:00,0
"284",2011-10-10 17:00:00,0.0211666666666667
"285",2011-10-11 17:00:00,0
"286",2011-10-12 17:00:00,0.0740833333333333
"287",2011-10-13 17:00:00,0.09525
"288",2011-10-14 17:00:00,0.0529166666666667
"289",2011-10-15 17:00:00,0
"290",2011-10-16 17:00:00,0.0105833333333333
"291",2011-10-17 17:00:00,0.211666666666667
"292",2011-10-18 17:00:00,0
"293",2011-10-19 17:00:00,0
"294",2011-10-20 17:00:00,0.0105833333333333
"295",2011-10-21 17:00:00,0.127
"296",2011-10-22 17:00:00,0.359833333333333
"297",2011-10-23 17:00:00,3.16441666666667
"298",2011-10-24 17:00:00,0
"299",2011-10-25 17:00:00,0
"300",2011-10-26 17:00:00,0
"301",2011-10-27 17:00:00,0
"302",2011-10-28 17:00:00,0.0635
"303",2011-10-29 17:00:00,0.0211666666666667
"304",2011-10-30 17:00:00,0.53975
"305",2011-10-31 17:00:00,0.687916666666667
"306",2011-11-01 17:00:00,0.201083333333333
"307",2011-11-02 17:00:00,0.0105833333333333
"308",2011-11-03 17:00:00,0.465666666666667
"309",2011-11-04 17:00:00,0
"310",2011-11-05 17:00:00,0
"311",2011-11-06 16:00:00,0.0105833333333333
"312",2011-11-07 16:00:00,0
"313",2011-11-08 16:00:00,0
"314",2011-11-09 16:00:00,0.0423333333333333
"315",2011-11-10 16:00:00,0.0740833333333333
"316",2011-11-11 16:00:00,0
"317",2011-11-12 16:00:00,0.0105833333333333
"318",2011-11-13 16:00:00,0
"319",2011-11-14 16:00:00,0
"320",2011-11-15 16:00:00,0
"321",2011-11-16 16:00:00,0
"322",2011-11-17 16:00:00,0.0105833333333333
"323",2011-11-18 16:00:00,0.0105833333333333
"324",2011-11-19 16:00:00,0.0846666666666667
"325",2011-11-20 16:00:00,0.03175
"326",2011-11-21 16:00:00,0.0105833333333333
"327",2011-11-22 16:00:00,0
"328",2011-11-23 16:00:00,0
"329",2011-11-24 16:00:00,0.03175
"330",2011-11-25 16:00:00,0
"331",2011-11-26 16:00:00,0.0211666666666667
"332",2011-11-27 16:00:00,0
"333",2011-11-28 16:00:00,0.0105833333333333
"334",2011-11-29 16:00:00,0.1905
"335",2011-11-30 16:00:00,0.116416666666667
"336",2011-12-01 16:00:00,0.0211666666666667
"337",2011-12-02 16:00:00,0.03175
"338",2011-12-03 16:00:00,0
"339",2011-12-04 16:00:00,0
"340",2011-12-05 16:00:00,0
"341",2011-12-06 16:00:00,0.03175
"342",2011-12-07 16:00:00,0.0105833333333333
"343",2011-12-08 16:00:00,0.0211666666666667
"344",2011-12-09 16:00:00,0.116416666666667
"345",2011-12-10 16:00:00,0.60325
"346",2011-12-11 16:00:00,0.508
"347",2011-12-12 16:00:00,0.709083333333333
"348",2011-12-13 16:00:00,0.0423333333333333
"349",2011-12-14 16:00:00,0
"350",2011-12-15 16:00:00,0
"351",2011-12-16 16:00:00,0.0423333333333333
"352",2011-12-17 16:00:00,0.0635
"353",2011-12-18 16:00:00,0.0423333333333333
"354",2011-12-19 16:00:00,0.105833333333333
"355",2011-12-20 16:00:00,0.169333333333333
"356",2011-12-21 16:00:00,0.0211666666666667
"357",2011-12-22 16:00:00,0
"358",2011-12-23 16:00:00,0.0105833333333333
"359",2011-12-24 16:00:00,0.0105833333333333
"360",2011-12-25 16:00:00,0
"361",2011-12-26 16:00:00,0
"362",2011-12-27 16:00:00,0.0105833333333333
"363",2011-12-28 16:00:00,0
"364",2011-12-29 16:00:00,0.0211666666666667
"365",2011-12-30 16:00:00,0
"366",2011-12-31 16:00:00,0
"367",2012-01-01 16:00:00,0
"368",2012-01-02 16:00:00,0
"369",2012-01-03 16:00:00,0
"370",2012-01-04 16:00:00,0
"371",2012-01-05 16:00:00,0
"372",2012-01-06 16:00:00,0
"373",2012-01-07 16:00:00,0
"374",2012-01-08 16:00:00,0
"375",2012-01-09 16:00:00,0
"376",2012-01-10 16:00:00,0.0211666666666667
"377",2012-01-11 16:00:00,0
"378",2012-01-12 16:00:00,0
"379",2012-01-13 16:00:00,0
"380",2012-01-14 16:00:00,0.0635
"381",2012-01-15 16:00:00,0.105833333333333
"382",2012-01-16 16:00:00,0.0105833333333333
"383",2012-01-17 16:00:00,0
"384",2012-01-18 16:00:00,0
"385",2012-01-19 16:00:00,0
"386",2012-01-20 16:00:00,0
"387",2012-01-21 16:00:00,0.0105833333333333
"388",2012-01-22 16:00:00,0
"389",2012-01-23 16:00:00,0
"390",2012-01-24 16:00:00,0
"391",2012-01-25 16:00:00,0
"392",2012-01-26 16:00:00,0.105833333333333
"393",2012-01-27 16:00:00,0
"394",2012-01-28 16:00:00,0
"395",2012-01-29 16:00:00,0.0635
"396",2012-01-30 16:00:00,0
"397",2012-01-31 16:00:00,0
"398",2012-02-01 16:00:00,0
"399",2012-02-02 16:00:00,0
"400",2012-02-03 16:00:00,0
"401",2012-02-04 16:00:00,0
"402",2012-02-05 16:00:00,0.0105833333333333
"403",2012-02-06 16:00:00,0.243416666666667
"404",2012-02-07 16:00:00,0.15875
"405",2012-02-08 16:00:00,0
"406",2012-02-09 16:00:00,0
"407",2012-02-10 16:00:00,0
"408",2012-02-11 16:00:00,0
"409",2012-02-12 16:00:00,0
"410",2012-02-13 16:00:00,0.0423333333333333
"411",2012-02-14 16:00:00,0
"412",2012-02-15 16:00:00,0
"413",2012-02-16 16:00:00,0.0635
"414",2012-02-17 16:00:00,0
"415",2012-02-18 16:00:00,0.0740833333333333
"416",2012-02-19 16:00:00,0
"417",2012-02-20 16:00:00,0
"418",2012-02-21 16:00:00,0
"419",2012-02-22 16:00:00,0
"420",2012-02-23 16:00:00,0
"421",2012-02-24 16:00:00,0
"422",2012-02-25 16:00:00,0.201083333333333
"423",2012-02-26 16:00:00,0
"424",2012-02-27 16:00:00,0
"425",2012-02-28 16:00:00,0
"426",2012-02-29 16:00:00,0
"427",2012-03-01 16:00:00,0
"428",2012-03-02 16:00:00,0
"429",2012-03-03 16:00:00,0.0211666666666667
"430",2012-03-04 16:00:00,5.63033333333333
"431",2012-03-05 16:00:00,2.70933333333333
"432",2012-03-06 16:00:00,1.7145
"433",2012-03-07 16:00:00,0.243416666666667
"434",2012-03-08 16:00:00,5.69383333333333
"435",2012-03-09 16:00:00,0.0211666666666667
"436",2012-03-10 16:00:00,0.09525
"437",2012-03-11 17:00:00,0.0529166666666667
"438",2012-03-12 17:00:00,0
"439",2012-03-13 17:00:00,0
"440",2012-03-14 17:00:00,0.0423333333333333
"441",2012-03-15 17:00:00,0
"442",2012-03-16 17:00:00,0
"443",2012-03-17 17:00:00,0.0211666666666667
"444",2012-03-18 17:00:00,0.0211666666666667
"445",2012-03-19 17:00:00,0
"446",2012-03-20 17:00:00,0.179916666666667
"447",2012-03-21 17:00:00,0.0740833333333333
"448",2012-03-22 17:00:00,0.0105833333333333
"449",2012-03-23 17:00:00,0.0529166666666667
"450",2012-03-24 17:00:00,0.116416666666667
"451",2012-03-25 17:00:00,0
"452",2012-03-26 17:00:00,0.116416666666667
"453",2012-03-27 17:00:00,0
"454",2012-03-28 17:00:00,0
"455",2012-03-29 17:00:00,0
"456",2012-03-30 17:00:00,0
"457",2012-03-31 17:00:00,0
"458",2012-04-01 17:00:00,0
"459",2012-04-02 17:00:00,0
"460",2012-04-03 17:00:00,0.0105833333333333
"461",2012-04-04 17:00:00,0
"462",2012-04-05 17:00:00,0.0105833333333333
"463",2012-04-06 17:00:00,0.105833333333333
"464",2012-04-07 17:00:00,0
"465",2012-04-08 17:00:00,0.0846666666666667
"466",2012-04-09 17:00:00,0.0423333333333333
"467",2012-04-10 17:00:00,0.0423333333333333
"468",2012-04-11 17:00:00,0
"469",2012-04-12 17:00:00,0
"470",2012-04-13 17:00:00,0
"471",2012-04-14 17:00:00,0.03175
"472",2012-04-15 17:00:00,0.03175
"473",2012-04-16 17:00:00,0
"474",2012-04-17 17:00:00,0
"475",2012-04-18 17:00:00,0
"476",2012-04-19 17:00:00,0
"477",2012-04-20 17:00:00,0
"478",2012-04-21 17:00:00,0.0529166666666667
"479",2012-04-22 17:00:00,0.137583333333333
"480",2012-04-23 17:00:00,0
"481",2012-04-24 17:00:00,0
"482",2012-04-25 17:00:00,0
"483",2012-04-26 17:00:00,0.137583333333333
"484",2012-04-27 17:00:00,0
"485",2012-04-28 17:00:00,0.0105833333333333
"486",2012-04-29 17:00:00,0.0105833333333333
"487",2012-04-30 17:00:00,0.0105833333333333
"488",2012-05-01 17:00:00,0.0846666666666667
"489",2012-05-02 17:00:00,0.0846666666666667
"490",2012-05-03 17:00:00,0.0211666666666667
"491",2012-05-04 17:00:00,0.0423333333333333
"492",2012-05-05 17:00:00,0
"493",2012-05-06 17:00:00,0.0105833333333333
"494",2012-05-07 17:00:00,0
"495",2012-05-08 17:00:00,0
"496",2012-05-09 17:00:00,0
"497",2012-05-10 17:00:00,0
"498",2012-05-11 17:00:00,0
"499",2012-05-12 17:00:00,0
"500",2012-05-13 17:00:00,0
"501",2012-05-14 17:00:00,0
"502",2012-05-15 17:00:00,0
"503",2012-05-16 17:00:00,0.0211666666666667
"504",2012-05-17 17:00:00,0
"505",2012-05-18 17:00:00,0
"506",2012-05-19 17:00:00,0.0211666666666667
"507",2012-05-20 17:00:00,0.0105833333333333
"508",2012-05-21 17:00:00,0
"509",2012-05-22 17:00:00,0.0846666666666667
"510",2012-05-23 17:00:00,0
"511",2012-05-24 17:00:00,0
"512",2012-05-25 17:00:00,0.0211666666666667
"513",2012-05-26 17:00:00,0
"514",2012-05-27 17:00:00,0
"515",2012-05-28 17:00:00,0
"516",2012-05-29 17:00:00,0
"517",2012-05-30 17:00:00,0.0211666666666667
"518",2012-05-31 17:00:00,0.0211666666666667
"519",2012-06-01 17:00:00,0.0423333333333333
"520",2012-06-02 17:00:00,0
"521",2012-06-03 17:00:00,0
"522",2012-06-04 17:00:00,0
"523",2012-06-05 17:00:00,0.03175
"524",2012-06-06 17:00:00,0
"525",2012-06-07 17:00:00,0
"526",2012-06-08 17:00:00,0
"527",2012-06-09 17:00:00,0
"528",2012-06-10 17:00:00,0.03175
"529",2012-06-11 17:00:00,0.0423333333333333
"530",2012-06-12 17:00:00,0.0423333333333333
"531",2012-06-13 17:00:00,0
"532",2012-06-14 17:00:00,0
"533",2012-06-15 17:00:00,0
"534",2012-06-16 17:00:00,0.0105833333333333
"535",2012-06-17 17:00:00,0
"536",2012-06-18 17:00:00,0.0105833333333333
"537",2012-06-19 17:00:00,0.0529166666666667
"538",2012-06-20 17:00:00,0
"539",2012-06-21 17:00:00,0
"540",2012-06-22 17:00:00,0.3175
"541",2012-06-23 17:00:00,0.0423333333333333
"542",2012-06-24 17:00:00,0.105833333333333
"543",2012-06-25 17:00:00,0.116416666666667
"544",2012-06-26 17:00:00,0.15875
"545",2012-06-27 17:00:00,0.03175
"546",2012-06-28 17:00:00,0.0423333333333333
"547",2012-06-29 17:00:00,0
"548",2012-06-30 17:00:00,0.0105833333333333
"549",2012-07-01 17:00:00,0.0529166666666667
"550",2012-07-02 17:00:00,0.0846666666666667
"551",2012-07-03 17:00:00,0.0211666666666667
"552",2012-07-04 17:00:00,0.0529166666666667
"553",2012-07-05 17:00:00,0.0529166666666667
"554",2012-07-06 17:00:00,0.0846666666666667
"555",2012-07-07 17:00:00,0
"556",2012-07-08 17:00:00,0.0105833333333333
"557",2012-07-09 17:00:00,0.0105833333333333
"558",2012-07-10 17:00:00,0
"559",2012-07-11 17:00:00,0
"560",2012-07-12 17:00:00,0.0635
"561",2012-07-13 17:00:00,0.0105833333333333
"562",2012-07-14 17:00:00,0.0105833333333333
"563",2012-07-15 17:00:00,0.127
"564",2012-07-16 17:00:00,0.03175
"565",2012-07-17 17:00:00,0.0105833333333333
"566",2012-07-18 17:00:00,0.0211666666666667
"567",2012-07-19 17:00:00,0.0105833333333333
"568",2012-07-20 17:00:00,0
"569",2012-07-21 17:00:00,0
"570",2012-07-22 17:00:00,0.0105833333333333
"571",2012-07-23 17:00:00,0
"572",2012-07-24 17:00:00,0
"573",2012-07-25 17:00:00,0
"574",2012-07-26 17:00:00,0
"575",2012-07-27 17:00:00,0.28575
"576",2012-07-28 17:00:00,0.03175
"577",2012-07-29 17:00:00,0.0105833333333333
"578",2012-07-30 17:00:00,0.0105833333333333
"579",2012-07-31 17:00:00,0
"580",2012-08-01 17:00:00,0
"581",2012-08-02 17:00:00,0
"582",2012-08-03 17:00:00,0
"583",2012-08-04 17:00:00,0.03175
"584",2012-08-05 17:00:00,0.127
"585",2012-08-06 17:00:00,0
"586",2012-08-07 17:00:00,0.03175
"587",2012-08-08 17:00:00,0
"588",2012-08-09 17:00:00,0
"589",2012-08-10 17:00:00,0.0740833333333333
"590",2012-08-11 17:00:00,0.0105833333333333
"591",2012-08-12 17:00:00,0.0211666666666667
"592",2012-08-13 17:00:00,0.0423333333333333
"593",2012-08-14 17:00:00,0
"594",2012-08-15 17:00:00,0
"595",2012-08-16 17:00:00,0
"596",2012-08-17 17:00:00,0.0423333333333333
"597",2012-08-18 17:00:00,0.179916666666667
"598",2012-08-19 17:00:00,0
"599",2012-08-20 17:00:00,0
"600",2012-08-21 17:00:00,0.03175
"601",2012-08-22 17:00:00,0
"602",2012-08-23 17:00:00,0
"603",2012-08-24 17:00:00,0
"604",2012-08-25 17:00:00,0.0105833333333333
"605",2012-08-26 17:00:00,0
"606",2012-08-27 17:00:00,0.0423333333333333
"607",2012-08-28 17:00:00,0.15875
"608",2012-08-29 17:00:00,0
"609",2012-08-30 17:00:00,0
"610",2012-08-31 17:00:00,0.0105833333333333
"611",2012-09-01 17:00:00,0.105833333333333
"612",2012-09-02 17:00:00,0
"613",2012-09-03 17:00:00,0
"614",2012-09-04 17:00:00,0
"615",2012-09-05 17:00:00,0
"616",2012-09-06 17:00:00,0.0529166666666667
"617",2012-09-07 17:00:00,0.0846666666666667
"618",2012-09-08 17:00:00,0.0211666666666667
"619",2012-09-09 17:00:00,0
"620",2012-09-10 17:00:00,0.137583333333333
"621",2012-09-11 17:00:00,0.0105833333333333
"622",2012-09-12 17:00:00,0
"623",2012-09-13 17:00:00,0
"624",2012-09-14 17:00:00,0.0105833333333333
"625",2012-09-15 17:00:00,0
"626",2012-09-16 17:00:00,0
"627",2012-09-17 17:00:00,0
"628",2012-09-18 17:00:00,0.09525
"629",2012-09-19 17:00:00,0.645583333333333
"630",2012-09-20 17:00:00,0.497416666666667
"631",2012-09-21 17:00:00,0
"632",2012-09-22 17:00:00,0.0529166666666667
"633",2012-09-23 17:00:00,0
"634",2012-09-24 17:00:00,0
"635",2012-09-25 17:00:00,0.0423333333333333
"636",2012-09-26 17:00:00,0
"637",2012-09-27 17:00:00,0
"638",2012-09-28 17:00:00,0
"639",2012-09-29 17:00:00,0
"640",2012-09-30 17:00:00,0.0105833333333333
"641",2012-10-01 17:00:00,0.127
"642",2012-10-02 17:00:00,0
"643",2012-10-03 17:00:00,0
"644",2012-10-04 17:00:00,0
"645",2012-10-05 17:00:00,0
"646",2012-10-06 17:00:00,0
"647",2012-10-07 17:00:00,0
"648",2012-10-08 17:00:00,0
"649",2012-10-09 17:00:00,0
"650",2012-10-10 17:00:00,0.03175
"651",2012-10-11 17:00:00,0
"652",2012-10-12 17:00:00,0
"653",2012-10-13 17:00:00,0.03175
"654",2012-10-14 17:00:00,0.0635
"655",2012-10-15 17:00:00,0.0846666666666667
"656",2012-10-16 17:00:00,0
"657",2012-10-17 17:00:00,0.0211666666666667
"658",2012-10-18 17:00:00,0
"659",2012-10-19 17:00:00,0
"660",2012-10-20 17:00:00,0
"661",2012-10-21 17:00:00,0
"662",2012-10-22 17:00:00,0
"663",2012-10-23 17:00:00,0.127
"664",2012-10-24 17:00:00,0.370416666666667
"665",2012-10-25 17:00:00,0
"666",2012-10-26 17:00:00,0
"667",2012-10-27 17:00:00,0.0105833333333333
"668",2012-10-28 17:00:00,0.0211666666666667
"669",2012-10-29 17:00:00,0
