"","Reef","Transect","Habitat","SurveyDate","Abiotic","CCA","Coral","InvasiveAlgae_Gs","Method","Treatment","urchin","supersucker","Month","Year","H_bio","Hbrow","Hgd","Hscex","H_dens","totBio","totDens","discharge","sst","airt","wind","rain","par","kapp"
"11",16,"16LFP1","Flat",2012-02-02,12.6984126984127,3.96825396825397,54.7619047619048,0,"LPI","0",0,0,2,2012,0.770210739160447,0,0,0.298613696670069,0.0973333333333333,6.17915754019525,0.122666666666667,1.58330981182796,23.5747311827957,23.4465053763441,3.18488357526882,0.0122903225806452,295.259408602151,26.1904761904762
"12",16,"16LFP1","Flat",2012-06-04,7.14285714285714,4.76190476190476,54.7619047619048,0,"LPI","0",0,0,6,2012,3.40555529562917,0,0.195662927227308,2.23305406285264,0.213333333333333,8.94623016778904,0.344,1.70094422043011,24.8075444132772,23.733567087424,5.68561251344086,0.00955913978494624,466.094086021505,30.952380952381
"13",16,"16LFP1","Flat",2012-09-13,10.3174603174603,0.793650793650794,52.3809523809524,0,"LPI","0",0,0,9,2012,1.98931798615018,0,0.230887257627743,0.6241211823327,0.2352,3.8523911201315,0.2992,1.4804435483871,26.1122311827957,25.1110215053763,5.64522572580645,0.0300430107526882,437.587365591398,34.1269841269841
"14",16,"16LFP1","Flat",2013-01-08,5.55555555555556,2.38095238095238,52.3809523809524,0,"LPI","0",0,0,1,2013,0.898910585184205,0,0.0286403500517612,0.147428915048186,0.192,2.12882417907016,0.2528,1.3622748655914,22.9939516129032,23.1538978494624,6.03502211021505,0.0713521505376344,234.024193548387,37.3015873015873
"15",16,"16LFP1","Flat",2013-03-05,3.96825396825397,7.93650793650794,52.3809523809524,0,"LPI","0",0,0,3,2013,2.61695838129562,0,0.116542242925322,1.46524726650309,0.2912,3.65039410191511,0.3312,1.39385416666667,22.0581989247312,22.3217741935484,6.75963537634409,0.0464301075268817,332.008064516129,35.7142857142857
"16",16,"16LFP1","Flat",2013-05-31,4.76190476190476,3.17460317460317,60.3174603174603,0,"LPI","0",0,0,5,2013,1.08451806847865,0,0.211502654780806,0.355963272187519,0.1568,2.92747138635266,0.2672,4.5012797223146,25.9288978494624,24.2138440860215,4.01488790322581,0.0607688172043011,379.916666666667,30.1587301587302
"17",16,"16LFP1","Flat",2013-09-11,5.55555555555556,7.93650793650794,65.8730158730159,0,"LPI","0",0,0,9,2013,0,0,0,0,0,0.244400272709437,0.0144,1.67093413978495,27.1344086021505,25.9122311827957,4.63079350806452,0.0505268817204301,458.143817204301,18.2539682539683
"18",16,"16LFP1","Flat",2013-12-11,9.52380952380952,10.3174603174603,60.3174603174603,0,"LPI","0",0,0,12,2013,0.542428535347162,0,0.310884535487708,0.129036428062411,0.264,2.07982788713408,0.361333333333333,1.83548387096774,24.9805107526882,24.3426075268817,2.90217282258065,0.0880806451612903,261.495967741935,18.2539682539683
"19",16,"16LFP1","Flat",2015-06-23,23.015873015873,13.4920634920635,52.3809523809524,0,"LPI","0",0,0,6,2015,2.78129151313423,0.0946787135580231,0.77946662223449,0.448901385245266,0.448666666666667,5.50923444936268,0.699333333333333,1.6623689516129,25.8475806451613,24.498252688172,4.30808971774194,0.0894462365591398,333.655913978495,11.1111111111111
"20",16,"16LFP1","Flat",2016-02-08,34.9206349206349,7.14285714285714,56.3492063492063,0,"LPI","1",1,1,2,2016,13.4979940459981,0,1.46552933617322,11.2465237861242,0.306666666666667,17.7582092787729,0.428,2.18814180107527,24.7407667134175,23.4332865825152,2.18103985682562,0.0319132772323516,268.390252454418,0
"21",16,"16LFP2","Flat",2012-02-02,17.4603174603175,0.793650793650794,53.1746031746032,0,"LPI","0",0,0,2,2012,0.770210739160447,0,0,0.298613696670069,0.0973333333333333,6.17915754019525,0.122666666666667,1.58330981182796,23.5747311827957,23.4465053763441,3.18488357526882,0.0122903225806452,295.259408602151,21.4285714285714
"22",16,"16LFP2","Flat",2012-06-04,12.6984126984127,4.76190476190476,61.1111111111111,0,"LPI","0",0,0,6,2012,3.40555529562917,0,0.195662927227308,2.23305406285264,0.213333333333333,8.94623016778904,0.344,1.70094422043011,24.8075444132772,23.733567087424,5.68561251344086,0.00955913978494624,466.094086021505,17.4603174603175
"23",16,"16LFP2","Flat",2012-09-13,11.1111111111111,4.76190476190476,53.968253968254,0,"LPI","0",0,0,9,2012,1.98931798615018,0,0.230887257627743,0.6241211823327,0.2352,3.8523911201315,0.2992,1.4804435483871,26.1122311827957,25.1110215053763,5.64522572580645,0.0300430107526882,437.587365591398,27.7777777777778
"24",16,"16LFP2","Flat",2013-01-08,8.73015873015873,4.76190476190476,49.2063492063492,0,"LPI","0",0,0,1,2013,0.898910585184205,0,0.0286403500517612,0.147428915048186,0.192,2.12882417907016,0.2528,1.3622748655914,22.9939516129032,23.1538978494624,6.03502211021505,0.0713521505376344,234.024193548387,32.5396825396825
"25",16,"16LFP2","Flat",2013-03-05,6.34920634920635,6.34920634920635,53.968253968254,0,"LPI","0",0,0,3,2013,2.61695838129562,0,0.116542242925322,1.46524726650309,0.2912,3.65039410191511,0.3312,1.39385416666667,22.0581989247312,22.3217741935484,6.75963537634409,0.0464301075268817,332.008064516129,30.952380952381
"26",16,"16LFP2","Flat",2013-05-31,7.93650793650794,6.34920634920635,62.6984126984127,0,"LPI","0",0,0,5,2013,1.08451806847865,0,0.211502654780806,0.355963272187519,0.1568,2.92747138635266,0.2672,4.5012797223146,25.9288978494624,24.2138440860215,4.01488790322581,0.0607688172043011,379.916666666667,19.8412698412698
"27",16,"16LFP2","Flat",2013-09-11,22.2222222222222,3.96825396825397,52.3809523809524,0,"LPI","0",0,0,9,2013,0,0,0,0,0,0.244400272709437,0.0144,1.67093413978495,27.1344086021505,25.9122311827957,4.63079350806452,0.0505268817204301,458.143817204301,19.047619047619
"28",16,"16LFP2","Flat",2013-12-11,7.93650793650794,11.9047619047619,60.3174603174603,0,"LPI","0",0,0,12,2013,0.542428535347162,0,0.310884535487708,0.129036428062411,0.264,2.07982788713408,0.361333333333333,1.83548387096774,24.9805107526882,24.3426075268817,2.90217282258065,0.0880806451612903,261.495967741935,19.047619047619
"29",16,"16LFP2","Flat",2015-06-24,59.5238095238095,6.34920634920635,23.8095238095238,0,"LPI","0",0,0,6,2015,2.78129151313423,0.0946787135580231,0.77946662223449,0.448901385245266,0.448666666666667,5.50923444936268,0.699333333333333,1.65965389784946,25.9177419354839,24.5711021505376,4.28801494623656,0.0979811827956989,333.08064516129,9.52380952380952
"30",16,"16LFP2","Flat",2016-02-08,62.6984126984127,9.52380952380952,26.984126984127,0,"LPI","1",1,1,2,2016,13.4979940459981,0,1.46552933617322,11.2465237861242,0.306666666666667,17.7582092787729,0.428,2.18814180107527,24.7407667134175,23.4332865825152,2.18103985682562,0.0319132772323516,268.390252454418,0
"31",16,"16WE1","Slope",2012-02-02,26.1904761904762,0,65.8730158730159,0,"LPI","0",0,0,2,2012,0.770210739160447,0,0,0.298613696670069,0.0973333333333333,6.17915754019525,0.122666666666667,1.58330981182796,23.5747311827957,23.4465053763441,3.18488357526882,0.0122903225806452,295.259408602151,6.34920634920635
"32",16,"16WE1","Slope",2012-06-04,15.0793650793651,0.793650793650794,61.1111111111111,0,"LPI","0",0,0,6,2012,3.40555529562917,0,0.195662927227308,2.23305406285264,0.213333333333333,8.94623016778904,0.344,1.70094422043011,24.8075444132772,23.733567087424,5.68561251344086,0.00955913978494624,466.094086021505,19.8412698412698
"33",16,"16WE1","Slope",2012-09-13,17.4603174603175,0,66.6666666666667,0,"LPI","0",0,0,9,2012,1.98931798615018,0,0.230887257627743,0.6241211823327,0.2352,3.8523911201315,0.2992,1.4804435483871,26.1122311827957,25.1110215053763,5.64522572580645,0.0300430107526882,437.587365591398,14.2857142857143
"34",16,"16WE1","Slope",2013-01-08,7.14285714285714,1.58730158730159,56.3492063492063,0,"LPI","0",0,0,1,2013,0.898910585184205,0,0.0286403500517612,0.147428915048186,0.192,2.12882417907016,0.2528,1.3622748655914,22.9939516129032,23.1538978494624,6.03502211021505,0.0713521505376344,234.024193548387,32.5396825396825
"35",16,"16WE1","Slope",2013-03-05,11.1111111111111,1.58730158730159,48.4126984126984,0,"LPI","0",0,0,3,2013,2.61695838129562,0,0.116542242925322,1.46524726650309,0.2912,3.65039410191511,0.3312,1.39385416666667,22.0581989247312,22.3217741935484,6.75963537634409,0.0464301075268817,332.008064516129,37.3015873015873
"36",16,"16WE1","Slope",2013-05-31,16.6666666666667,2.38095238095238,62.6984126984127,0,"LPI","0",0,0,5,2013,1.08451806847865,0,0.211502654780806,0.355963272187519,0.1568,2.92747138635266,0.2672,4.5012797223146,25.9288978494624,24.2138440860215,4.01488790322581,0.0607688172043011,379.916666666667,17.4603174603175
"37",16,"16WE1","Slope",2013-09-11,23.015873015873,3.96825396825397,67.4603174603175,0,"LPI","0",0,0,9,2013,0,0,0,0,0,0.244400272709437,0.0144,1.67093413978495,27.1344086021505,25.9122311827957,4.63079350806452,0.0505268817204301,458.143817204301,3.96825396825397
"38",16,"16WE1","Slope",2013-12-11,8.73015873015873,2.38095238095238,75.3968253968254,0,"LPI","0",0,0,12,2013,0.542428535347162,0,0.310884535487708,0.129036428062411,0.264,2.07982788713408,0.361333333333333,1.83548387096774,24.9805107526882,24.3426075268817,2.90217282258065,0.0880806451612903,261.495967741935,13.4920634920635
"39",16,"16WE1","Slope",2015-06-23,50.7936507936508,0,42.0634920634921,0,"LPI","0",0,0,6,2015,2.78129151313423,0.0946787135580231,0.77946662223449,0.448901385245266,0.448666666666667,5.50923444936268,0.699333333333333,1.6623689516129,25.8475806451613,24.498252688172,4.30808971774194,0.0894462365591398,333.655913978495,4.76190476190476
"40",16,"16WE1","Slope",2016-02-08,53.1746031746032,0,46.8253968253968,0,"LPI","1",1,1,2,2016,13.4979940459981,0,1.46552933617322,11.2465237861242,0.306666666666667,17.7582092787729,0.428,2.18814180107527,24.7407667134175,23.4332865825152,2.18103985682562,0.0319132772323516,268.390252454418,0
"41",16,"16WFP1","Flat",2012-02-02,12.6984126984127,3.96825396825397,57.9365079365079,0,"LPI","0",0,0,2,2012,0.770210739160447,0,0,0.298613696670069,0.0973333333333333,6.17915754019525,0.122666666666667,1.58330981182796,23.5747311827957,23.4465053763441,3.18488357526882,0.0122903225806452,295.259408602151,23.015873015873
"42",16,"16WFP1","Flat",2012-06-04,9.52380952380952,2.38095238095238,51.5873015873016,0,"LPI","0",0,0,6,2012,3.40555529562917,0,0.195662927227308,2.23305406285264,0.213333333333333,8.94623016778904,0.344,1.70094422043011,24.8075444132772,23.733567087424,5.68561251344086,0.00955913978494624,466.094086021505,33.3333333333333
"43",16,"16WFP1","Flat",2012-09-13,5.55555555555556,0.793650793650794,57.1428571428571,0,"LPI","0",0,0,9,2012,1.98931798615018,0,0.230887257627743,0.6241211823327,0.2352,3.8523911201315,0.2992,1.4804435483871,26.1122311827957,25.1110215053763,5.64522572580645,0.0300430107526882,437.587365591398,33.3333333333333
"44",16,"16WFP1","Flat",2013-01-08,4.76190476190476,5.55555555555556,60.3174603174603,0,"LPI","0",0,0,1,2013,0.898910585184205,0,0.0286403500517612,0.147428915048186,0.192,2.12882417907016,0.2528,1.3622748655914,22.9939516129032,23.1538978494624,6.03502211021505,0.0713521505376344,234.024193548387,27.7777777777778
"45",16,"16WFP1","Flat",2013-03-05,7.14285714285714,2.38095238095238,58.7301587301587,0,"LPI","0",0,0,3,2013,2.61695838129562,0,0.116542242925322,1.46524726650309,0.2912,3.65039410191511,0.3312,1.39385416666667,22.0581989247312,22.3217741935484,6.75963537634409,0.0464301075268817,332.008064516129,28.5714285714286
"46",16,"16WFP1","Flat",2013-05-31,7.14285714285714,3.17460317460317,62.6984126984127,0,"LPI","0",0,0,5,2013,1.08451806847865,0,0.211502654780806,0.355963272187519,0.1568,2.92747138635266,0.2672,4.5012797223146,25.9288978494624,24.2138440860215,4.01488790322581,0.0607688172043011,379.916666666667,24.6031746031746
"47",16,"16WFP1","Flat",2013-09-11,9.52380952380952,3.17460317460317,60.3174603174603,0,"LPI","0",0,0,9,2013,0,0,0,0,0,0.244400272709437,0.0144,1.67093413978495,27.1344086021505,25.9122311827957,4.63079350806452,0.0505268817204301,458.143817204301,19.8412698412698
"48",16,"16WFP1","Flat",2013-12-11,3.17460317460317,4.76190476190476,73.8095238095238,0,"LPI","0",0,0,12,2013,0.542428535347162,0,0.310884535487708,0.129036428062411,0.264,2.07982788713408,0.361333333333333,1.83548387096774,24.9805107526882,24.3426075268817,2.90217282258065,0.0880806451612903,261.495967741935,17.4603174603175
"49",16,"16WFP1","Flat",2015-06-23,21.4285714285714,5.55555555555556,65.8730158730159,0,"LPI","0",0,0,6,2015,2.78129151313423,0.0946787135580231,0.77946662223449,0.448901385245266,0.448666666666667,5.50923444936268,0.699333333333333,1.6623689516129,25.8475806451613,24.498252688172,4.30808971774194,0.0894462365591398,333.655913978495,7.14285714285714
"50",16,"16WFP1","Flat",2016-02-08,24.6031746031746,2.38095238095238,73.015873015873,0,"LPI","1",1,1,2,2016,13.4979940459981,0,1.46552933617322,11.2465237861242,0.306666666666667,17.7582092787729,0.428,2.18814180107527,24.7407667134175,23.4332865825152,2.18103985682562,0.0319132772323516,268.390252454418,0
"51",16,"16WFP2","Flat",2012-02-02,9.52380952380952,4.76190476190476,52.3809523809524,0,"LPI","0",0,0,2,2012,0.770210739160447,0,0,0.298613696670069,0.0973333333333333,6.17915754019525,0.122666666666667,1.58330981182796,23.5747311827957,23.4465053763441,3.18488357526882,0.0122903225806452,295.259408602151,29.3650793650794
"52",16,"16WFP2","Flat",2012-06-04,2.38095238095238,7.14285714285714,44.4444444444444,0,"LPI","0",0,0,6,2012,3.40555529562917,0,0.195662927227308,2.23305406285264,0.213333333333333,8.94623016778904,0.344,1.70094422043011,24.8075444132772,23.733567087424,5.68561251344086,0.00955913978494624,466.094086021505,45.2380952380952
"53",16,"16WFP2","Flat",2012-09-13,7.14285714285714,1.58730158730159,42.0634920634921,0,"LPI","0",0,0,9,2012,1.98931798615018,0,0.230887257627743,0.6241211823327,0.2352,3.8523911201315,0.2992,1.4804435483871,26.1122311827957,25.1110215053763,5.64522572580645,0.0300430107526882,437.587365591398,45.2380952380952
"54",16,"16WFP2","Flat",2013-01-08,14.2857142857143,4.76190476190476,46.8253968253968,0,"LPI","0",0,0,1,2013,0.898910585184205,0,0.0286403500517612,0.147428915048186,0.192,2.12882417907016,0.2528,1.3622748655914,22.9939516129032,23.1538978494624,6.03502211021505,0.0713521505376344,234.024193548387,32.5396825396825
"55",16,"16WFP2","Flat",2013-03-05,8.73015873015873,6.34920634920635,44.4444444444444,0,"LPI","0",0,0,3,2013,2.61695838129562,0,0.116542242925322,1.46524726650309,0.2912,3.65039410191511,0.3312,1.39385416666667,22.0581989247312,22.3217741935484,6.75963537634409,0.0464301075268817,332.008064516129,36.5079365079365
"56",16,"16WFP2","Flat",2013-05-31,7.93650793650794,11.1111111111111,48.4126984126984,0,"LPI","0",0,0,5,2013,1.08451806847865,0,0.211502654780806,0.355963272187519,0.1568,2.92747138635266,0.2672,4.5012797223146,25.9288978494624,24.2138440860215,4.01488790322581,0.0607688172043011,379.916666666667,29.3650793650794
"57",16,"16WFP2","Flat",2013-09-11,9.52380952380952,7.14285714285714,55.5555555555556,0,"LPI","0",0,0,9,2013,0,0,0,0,0,0.244400272709437,0.0144,1.67093413978495,27.1344086021505,25.9122311827957,4.63079350806452,0.0505268817204301,458.143817204301,24.6031746031746
"58",16,"16WFP2","Flat",2013-12-11,2.38095238095238,7.14285714285714,51.5873015873016,0,"LPI","0",0,0,12,2013,0.542428535347162,0,0.310884535487708,0.129036428062411,0.264,2.07982788713408,0.361333333333333,1.83548387096774,24.9805107526882,24.3426075268817,2.90217282258065,0.0880806451612903,261.495967741935,37.3015873015873
"59",16,"16WFP2","Flat",2015-06-22,22.2222222222222,20.6349206349206,45.2380952380952,0,"LPI","0",0,0,6,2015,2.78129151313423,0.0946787135580231,0.77946662223449,0.448901385245266,0.448666666666667,5.50923444936268,0.699333333333333,1.67084341397849,25.7866935483871,24.3985215053763,4.22406538978495,0.107540322580645,330.286290322581,11.1111111111111
"60",16,"16WFP2","Flat",2016-02-08,21.4285714285714,15.0793650793651,61.1111111111111,0,"LPI","1",1,1,2,2016,13.4979940459981,0,1.46552933617322,11.2465237861242,0.306666666666667,17.7582092787729,0.428,2.18814180107527,24.7407667134175,23.4332865825152,2.18103985682562,0.0319132772323516,268.390252454418,1.58730158730159
"61",26,"26LE1","Slope",2011-11-09,3.96825396825397,2.38095238095238,76.1904761904762,0,"LPI","1",1,1,11,2011,3.66390836016372,9.39887988923027e-05,0.750914258895362,0.77601257615575,0.513,5.45735867905474,0.729,1.81650873655914,25.4020161290323,24.8836021505376,4.83906376344086,0.19766935483871,337.387096774194,16.6666666666667
"62",26,"26LE1","Slope",2012-02-06,7.93650793650794,1.58730158730159,87.3015873015873,0,"LPI","1",1,1,2,2012,0,0,0,0,0,9.03779267994108,0.06,1.60804771505376,23.6033602150538,23.376747311828,3.03214490591398,0.0126317204301075,300.766129032258,2.38095238095238
"63",26,"26LE1","Slope",2012-05-03,7.14285714285714,3.96825396825397,88.8888888888889,0,"LPI","1",1,1,5,2012,0.532486895314956,0,0,0,0.002,3.34356215755368,0.046,2.34648185483871,23.8190860215054,23.0805107526882,5.99147162634409,0.0286774193548387,422.008064516129,0
"64",26,"26LE1","Slope",2012-08-07,5.55555555555556,3.17460317460317,89.6825396825397,0,"LPI","1",1,1,8,2012,0,0,0,0,0,2.66095498173652,0.06,1.52824932795699,25.5715053763441,24.7548387096774,5.62709790322581,0.0262876344086021,434.245967741935,1.58730158730159
"65",26,"26LE1","Slope",2012-11-19,3.17460317460317,7.14285714285714,88.0952380952381,0,"LPI","1",1,1,11,2012,0,0,0,0,0,1.30702160544859,0.0213333333333333,1.25978158602151,25.4439516129032,24.7568548387097,4.64777995967742,0.035505376344086,325.807795698925,1.58730158730159
"66",26,"26LE1","Slope",2013-02-06,2.38095238095238,6.34920634920635,88.0952380952381,0,"LPI","1",1,1,2,2013,0,0,0,0,0,0,0.008,1.70712365591398,22.5512096774194,22.2424731182796,4.28743794354839,0.161481182795699,276.23252688172,2.38095238095238
"67",26,"26LE1","Slope",2013-05-06,1.58730158730159,3.96825396825397,92.0634920634921,0,"LPI","1",1,1,5,2013,0,0,0,0,0,4.4300918518533,0.032,1.49778897849462,25.1637096774194,23.9950268817204,3.44808447580645,0.108905913978495,406.493279569892,2.38095238095238
"68",26,"26LE1","Slope",2013-08-26,1.58730158730159,2.38095238095238,95.2380952380952,0,"LPI","1",1,1,8,2013,NA,NA,NA,NA,NA,NA,NA,2.21091061827957,27.0022849462366,25.722311827957,5.09424301075269,0.123244623655914,448.927419354839,0.793650793650794
"69",26,"26LE1","Slope",2015-06-25,0.793650793650794,0.793650793650794,96.8253968253968,0,"LPI","1",1,1,6,2015,NA,NA,NA,NA,NA,NA,NA,1.65845430107527,25.9930107526882,24.6638440860215,4.28804494623656,0.0993467741935484,332.310483870968,1.58730158730159
"70",26,"26LE1","Slope",2016-02-08,7.93650793650794,0.793650793650794,87.3015873015873,0,"LPI","1",1,1,2,2016,NA,NA,NA,NA,NA,NA,NA,2.18814180107527,24.7407667134175,23.4332865825152,2.18103985682562,0.0319132772323516,268.390252454418,3.96825396825397
"71",26,"26LE2","Slope",2011-11-09,6.34920634920635,1.58730158730159,70.6349206349206,0,"LPI","1",1,1,11,2011,3.66390836016372,9.39887988923027e-05,0.750914258895362,0.77601257615575,0.513,5.45735867905474,0.729,1.81650873655914,25.4020161290323,24.8836021505376,4.83906376344086,0.19766935483871,337.387096774194,20.6349206349206
"72",26,"26LE2","Slope",2012-02-06,7.14285714285714,3.17460317460317,77.7777777777778,0,"LPI","1",1,1,2,2012,0,0,0,0,0,9.03779267994108,0.06,1.60804771505376,23.6033602150538,23.376747311828,3.03214490591398,0.0126317204301075,300.766129032258,10.3174603174603
"73",26,"26LE2","Slope",2012-05-03,9.52380952380952,4.76190476190476,84.1269841269841,0,"LPI","1",1,1,5,2012,0.532486895314956,0,0,0,0.002,3.34356215755368,0.046,2.34648185483871,23.8190860215054,23.0805107526882,5.99147162634409,0.0286774193548387,422.008064516129,1.58730158730159
"74",26,"26LE2","Slope",2012-08-07,3.17460317460317,6.34920634920635,80.1587301587302,0,"LPI","1",1,1,8,2012,0,0,0,0,0,2.66095498173652,0.06,1.52824932795699,25.5715053763441,24.7548387096774,5.62709790322581,0.0262876344086021,434.245967741935,9.52380952380952
"75",26,"26LE2","Slope",2012-11-19,4.76190476190476,3.96825396825397,80.9523809523809,0,"LPI","1",1,1,11,2012,0,0,0,0,0,1.30702160544859,0.0213333333333333,1.25978158602151,25.4439516129032,24.7568548387097,4.64777995967742,0.035505376344086,325.807795698925,9.52380952380952
"76",26,"26LE2","Slope",2013-02-06,1.58730158730159,7.14285714285714,81.7460317460317,0,"LPI","1",1,1,2,2013,0,0,0,0,0,0,0.008,1.70712365591398,22.5512096774194,22.2424731182796,4.28743794354839,0.161481182795699,276.23252688172,9.52380952380952
"77",26,"26LE2","Slope",2013-05-06,0.793650793650794,3.96825396825397,85.7142857142857,0,"LPI","1",1,1,5,2013,0,0,0,0,0,4.4300918518533,0.032,1.49778897849462,25.1637096774194,23.9950268817204,3.44808447580645,0.108905913978495,406.493279569892,8.73015873015873
"78",26,"26LE2","Slope",2013-08-26,0.793650793650794,2.38095238095238,89.6825396825397,0,"LPI","1",1,1,8,2013,NA,NA,NA,NA,NA,NA,NA,2.21091061827957,27.0022849462366,25.722311827957,5.09424301075269,0.123244623655914,448.927419354839,7.14285714285714
"79",26,"26LE2","Slope",2015-06-25,3.17460317460317,0,92.8571428571429,0,"LPI","1",1,1,6,2015,NA,NA,NA,NA,NA,NA,NA,1.65845430107527,25.9930107526882,24.6638440860215,4.28804494623656,0.0993467741935484,332.310483870968,3.17460317460317
"80",26,"26LE2","Slope",2016-02-08,7.14285714285714,1.58730158730159,87.3015873015873,0,"LPI","1",1,1,2,2016,NA,NA,NA,NA,NA,NA,NA,2.18814180107527,24.7407667134175,23.4332865825152,2.18103985682562,0.0319132772323516,268.390252454418,3.96825396825397
"81",26,"26LFM1","Flat",2011-11-03,58.7301587301587,0,7.93650793650794,20.6349206349206,"LPI","1",1,1,11,2011,3.66390836016372,9.39887988923027e-05,0.750914258895362,0.77601257615575,0.513,5.45735867905474,0.729,1.79649193548387,25.6331989247312,25.0333333333333,4.72310963709677,0.190841397849462,343.698924731183,0.793650793650794
"82",26,"26LFM1","Flat",2012-02-06,69.8412698412698,0,6.34920634920635,11.1111111111111,"LPI","1",1,1,2,2012,0,0,0,0,0,9.03779267994108,0.06,1.60804771505376,23.6033602150538,23.376747311828,3.03214490591398,0.0126317204301075,300.766129032258,0
"83",26,"26LFM1","Flat",2012-05-03,66.6666666666667,0.793650793650794,8.73015873015873,13.4920634920635,"LPI","1",1,1,5,2012,0.532486895314956,0,0,0,0.002,3.34356215755368,0.046,2.34648185483871,23.8190860215054,23.0805107526882,5.99147162634409,0.0286774193548387,422.008064516129,0
"84",26,"26LFM1","Flat",2012-08-07,61.1111111111111,0.793650793650794,6.34920634920635,5.55555555555556,"LPI","1",1,1,8,2012,0,0,0,0,0,2.66095498173652,0.06,1.52824932795699,25.5715053763441,24.7548387096774,5.62709790322581,0.0262876344086021,434.245967741935,0
"85",26,"26LFM1","Flat",2012-11-19,74.6031746031746,0,9.52380952380952,3.96825396825397,"LPI","1",1,1,11,2012,0,0,0,0,0,1.30702160544859,0.0213333333333333,1.25978158602151,25.4439516129032,24.7568548387097,4.64777995967742,0.035505376344086,325.807795698925,0
"86",26,"26LFM1","Flat",2013-02-06,84.1269841269841,3.17460317460317,7.93650793650794,0.793650793650794,"LPI","1",1,1,2,2013,0,0,0,0,0,0,0.008,1.70712365591398,22.5512096774194,22.2424731182796,4.28743794354839,0.161481182795699,276.23252688172,0
"87",26,"26LFM1","Flat",2013-05-06,88.8888888888889,0.793650793650794,9.52380952380952,0,"LPI","1",1,1,5,2013,0,0,0,0,0,4.4300918518533,0.032,1.49778897849462,25.1637096774194,23.9950268817204,3.44808447580645,0.108905913978495,406.493279569892,0
